Dep_Airport_ID,Schedules,Facility_Type,Wind_Indicator
9Y2,UNATNDD,AIRPORT,Y
Y63,ALL/MON-FRI/0700-1800,AIRPORT,Y-L
0MN7,UNATNDD,HELIPORT,Y-L
ELO,ALL/ALL/0800-1700,AIRPORT,Y-L
87MN,UNATNDD,AIRPORT,
MY27,UNATNDD,HELIPORT,
MN16,UNATNDD,HELIPORT,Y-L
7MN7,UNATNDD,HELIPORT,
EVM,ALL/SUN/0900-1700,AIRPORT,Y-L
EVM,ALL/SAT/0800-1800,AIRPORT,Y-L
EVM,ALL/MON-FRI/0800-1900,AIRPORT,Y-L
MY37,"ON CALL",AIRPORT,Y
FRM,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
9MN4,UNATNDD,HELIPORT,
MN27,ALL/ALL/ALL,HELIPORT,Y-L
INL,ALL/ALL/DALGT,AIRPORT,Y
FBL,MAY-SEP/ALL/0800-1800,AIRPORT,Y-L
FBL,OCT-APR/MON-FRI/0800-1800,AIRPORT,Y-L
FBL,OCT-APR/SUN/UNATNDD,AIRPORT,Y-L
FBL,OCT-APR/SAT/1000-1500,AIRPORT,Y-L
MY57,UNATNDD,AIRPORT,Y
FFM,ALL/SAT/0900-1400,AIRPORT,Y-L
FFM,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
D14,UNATNDD,AIRPORT,Y-L
04W,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
FKA,UNATNDD,AIRPORT,Y-L
FCM,ALL/ALL/ALL,AIRPORT,Y-L
25D,UNATNDD,AIRPORT,Y
FSE,UNATNDD,AIRPORT,Y-L
MY50,UNATNDD,AIRPORT,Y
60MN,ALL/MON-FRI/0800-1800,AIRPORT,Y
2MN7,UNATNDD,AIRPORT,Y
6MN5,UNATNDD,"SEAPLANE BASE",
75MN,UNATNDD,AIRPORT,N
MY59,UNATNDD,AIRPORT,Y
GYL,UNATNDD,AIRPORT,Y-L
GHW,ALL/MON-FRI/0800-1530,AIRPORT,Y-L
6MN6,UNATNDD,"SEAPLANE BASE",Y
MN52,UNATNDD,AIRPORT,Y
CKC,ALL/SUN/0900-1700,AIRPORT,Y-L
CKC,ALL/MON-SAT/0800-1700,AIRPORT,Y-L
0G5,UNATNDD,"SEAPLANE BASE",
GPZ,APR-OCT/ALL/0700-2100,AIRPORT,Y-L
GPZ,NOV-MAR/ALL/0700-2000,AIRPORT,Y-L
GDB,UNATNDD,AIRPORT,Y-L
02MN,UNATNDD,AIRPORT,
3G2,UNATNDD,AIRPORT,Y-L
69MY,ALL/ALL/0600-2400,AIRPORT,Y
HCO,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
MN01,UNATNDD,AIRPORT,N
04Y,UNATNDD,AIRPORT,Y-L
1MN2,UNATNDD,AIRPORT,Y
MY46,ALL/IREG/IREG,AIRPORT,Y
1D6,UNATNDD,AIRPORT,Y-L
04MN,UNATNDD,AIRPORT,Y
76MN,ALL/ALL/ALL,AIRPORT,Y
05Y,UNATNDD,AIRPORT,Y-L
06Y,UNATNDD,AIRPORT,Y-L
23MN,UNATNDD,AIRPORT,Y
07Y,UNATNDD,AIRPORT,Y
18MN,UNATNDD,AIRPORT,Y
4MN1,UNATNDD,AIRPORT,
5MN2,UNATNDD,AIRPORT,N
93MN,UNATNDD,AIRPORT,
CHU,UNATNDD,AIRPORT,Y-L
66MN,UNATNDD,AIRPORT,Y
HCD,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
5MN8,UNATNDD,HELIPORT,
MN66,UNATNDD,AIRPORT,Y
09I,UNATNDD,"SEAPLANE BASE",Y
MN83,ALL/ALL/ALL,HELIPORT,Y
MY38,UNATNDD,"SEAPLANE BASE",N
HZX,UNATNDD,AIRPORT,Y-L
MY72,UNATNDD,AIRPORT,Y
MN17,ALL/ALL/ALL,AIRPORT,Y
MJQ,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
9MN5,UNATNDD,AIRPORT,Y
MN45,UNATNDD,AIRPORT,Y
MN77,UNATNDD,AIRPORT,Y
MN81,UNATNDD,AIRPORT,
7MN6,UNATNDD,AIRPORT,Y
MY68,IREG,AIRPORT,Y
MY76,UNATNDD,"SEAPLANE BASE",
MY93,UNATNDD,"SEAPLANE BASE",Y
MY99,UNATNDD,AIRPORT,
M49,NOV-APR/UNATNDD/,"SEAPLANE BASE",Y
M49,MAY-OCT/ALL/DALGT,"SEAPLANE BASE",Y
MN05,UNATNDD,"SEAPLANE BASE",Y
MY29,UNATNDD,AIRPORT,Y
4MN5,UNATNDD,AIRPORT,
23D,UNATNDD,AIRPORT,Y-L
MY15,UNATNDD,AIRPORT,Y
77MN,UNATNDD,AIRPORT,Y
MY21,UNATNDD,"SEAPLANE BASE",N
42MN,UNATNDD,AIRPORT,Y
MN75,UNATNDD,"SEAPLANE BASE",
DXX,UNATNDD,AIRPORT,Y-L
27MN,UNATNDD,AIRPORT,Y
82MN,ALL/ALL/ALL,HELIPORT,Y
21D,APR-OCT/ALL/0700-1900,AIRPORT,Y-L
21D,NOV-MAR/ALL/0700-1700,AIRPORT,Y-L
MN02,UNATNDD,"SEAPLANE BASE",Y
MN04,UNATTND,"SEAPLANE BASE",
8Y6,ALL/ALL/0800-DUSK,AIRPORT,Y
MN92,ALL/ALL/DALGT,AIRPORT,Y
12Y,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
4MN3,ALL/ALL/ALL,HELIPORT,
MY18,UNATNDD,AIRPORT,Y
LJF,UNATNDD,AIRPORT,Y-L
LXL,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
13Y,UNATNDD,AIRPORT,Y
MN31,MAY-NOV/ALL/ALL,AIRPORT,Y
XVG,UNATNDD,AIRPORT,Y-L
MN11,UNATNDD,AIRPORT,Y
56MN,UNATNDD,AIRPORT,
0MN3,MAY-SEP/ALL/SR-SS,"SEAPLANE BASE",
70MN,UNATNDD,"SEAPLANE BASE",
MN28,UNATNDD,AIRPORT,Y
3N8,UNATNDD,AIRPORT,Y-L
MN25,ALL/ALL/ALL,HELIPORT,Y
MKT,ALL/MON-FRI/0700-2000,AIRPORT,Y-L
MKT,ALL/SAT-SUN/0800-1900,AIRPORT,Y-L
MN69,UNATNDD,AIRPORT,Y
MGG,UNATNDD,AIRPORT,Y-L
MN76,"CALL 952-447-4438","SEAPLANE BASE",
MN76,"ON CALL","SEAPLANE BASE",
MN29,UNATNDD,"SEAPLANE BASE",
71MN,ALL/ALL/ALL,"SEAPLANE BASE",Y
30MN,ALL/ALL/ALL,HELIPORT,Y-L
3MN6,ALL/ALL/ALL,HELIPORT,
0MN1,UNATNDD,HELIPORT,
97MN,ALL/ALL/ALL,HELIPORT,Y
99MN,ALL/ALL/ALL,HELIPORT,Y
MN40,ALL/ALL/ALL,AIRPORT,Y
2MN8,UNATNDD,AIRPORT,Y
MN65,ALL/ALL/ALL,HELIPORT,Y-L
3MN2,ALL/ALL/ALL,HELIPORT,Y-L
9MN6,UNATNDD,AIRPORT,Y
52MY,UNATNDD,HELIPORT,
18Y,UNATNDD,AIRPORT,Y-L
MN94,ALL/ALL/IREG,HELIPORT,Y-L
7MN4,ALL/ALL/0900-1800,AIRPORT,Y
2MY4,UNATNDD,AIRPORT,
MSP,ALL/ALL/ALL,AIRPORT,Y-L
MY26,UNATNDD,HELIPORT,Y
96M,UNATNDD,"SEAPLANE BASE",Y
MN13,UNATNDD,AIRPORT,Y
1MN5,UNATNDD,AIRPORT,Y
MVE,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
JKJ,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
MZH,UNATNDD,AIRPORT,Y-L
JMR,UNATNDD,AIRPORT,Y-L
MOX,ALL/MON-FRI/0800-1400,AIRPORT,Y-L
4MN4,UNATNDD,AIRPORT,Y
CNB,UNATNDD,AIRPORT,Y-L
57MN,MAY-NOV/ALL/ALL,"SEAPLANE BASE",Y
5MN1,UNATNDD,AIRPORT,N
03MN,UNATNDD,AIRPORT,
MY84,ALL/ALL/ALL,HELIPORT,Y
ULM,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
MY97,UNATNDD,AIRPORT,Y
MN32,UNATNDD,AIRPORT,Y
MY07,UNATNDD,AIRPORT,
D00,UNATNDD,AIRPORT,Y-L
5MN6,UNATNDD,"SEAPLANE BASE",
1MN3,UNATNDD,HELIPORT,Y
48MN,ALL/ALL/ALL,HELIPORT,Y
MY77,ALL/ALL/ALL,HELIPORT,Y-L
43Y,UNATNDD,AIRPORT,Y-L
MY66,UNATNDD,AIRPORT,
MN42,UNATNDD,AIRPORT,Y
OVL,NOV-MAR/SAT/0800-1200,AIRPORT,Y-L
OVL,NOV-MAR/MON-FRI/0800-1700,AIRPORT,Y-L
OVL,APR-OCT/ALL/0800-1700,AIRPORT,Y-L
ORB,UNATNDD,AIRPORT,Y-L
50MN,UNATNDD,HELIPORT,Y-L
VVV,UNATNDD,AIRPORT,Y-L
OWA,MAY-SEP/SAT-SUN/1000-1600,AIRPORT,Y-L
OWA,OCT-APR/SAT-SUN/1100-1500,AIRPORT,Y-L
OWA,OCT-APR/MON-FRI/0800-1700,AIRPORT,Y-L
OWA,MAY-SEP/MON-FRI/0800-1800,AIRPORT,Y-L
67MN,UNATNDD,AIRPORT,Y
PKD,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
79MN,UNATNDD,AIRPORT,
0MN4,MAY-OCT/ALL/DAWN-DUSK,"SEAPLANE BASE",
PEX,UNATNDD,AIRPORT,Y-L
47Y,UNATNDD,AIRPORT,Y-L
46MN,UNATNDD,HELIPORT,Y
16D,UNATNDD,AIRPORT,Y-L
7MY9,UNATNDD,AIRPORT,
PWC,UNATNDD,AIRPORT,Y-L
48Y,UNATNDD,AIRPORT,Y-L
PQN,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
11MN,UNATNDD,"SEAPLANE BASE",
2MN0,UNATNDD,AIRPORT,
PNM,UNATNDD,AIRPORT,Y-L
MY20,UNATNDD,HELIPORT,Y
MN06,ALL/ALL/0500-2100,AIRPORT,Y
MN62,UNATNDD,AIRPORT,Y
LYV,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
HIB,ALL/ALL/0600-2200,AIRPORT,Y-L
RYM,ALL/MON-FRI/1300-0500Z,AIRPORT,
D81,UNATNDD,AIRPORT,Y-L
RGK,ALL/MON-SAT/0800-1700,AIRPORT,Y-L
RGK,ALL/SUN/1000-1600,AIRPORT,Y-L
RWF,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
7MN1,ALL/ALL/ALL,HELIPORT,N
52Y,UNATNDD,AIRPORT,Y
MN91,IREG,AIRPORT,Y
MY44,UNATNDD,HELIPORT,Y-L
TWM,MAY-OCT/SUN-SAT/0800-1700,AIRPORT,Y-L
TWM,NOV-APR/MON-FRI/0800-1700,AIRPORT,Y-L
65MN,UNATNDD,AIRPORT,
14MN,UNATNDD,HELIPORT,Y
MY01,UNATNDD,AIRPORT,Y
MN12,ALL/ALL/DALGT,AIRPORT,Y
MY56,ALL/ALL/ALL,AIRPORT,Y
RST,ALL/ALL/ALL,AIRPORT,Y-L
MY33,UNATNDD,"SEAPLANE BASE",
ROX,UNATNDD,AIRPORT,Y-L
MY80,UNATNDD,AIRPORT,Y
ROS,ALL/SAT/0900-1530,AIRPORT,Y-L
ROS,ALL/MON-FRI/0700-1530,AIRPORT,Y-L
55Y,UNATNDD,AIRPORT,Y-L
09MN,UNATNDD,"SEAPLANE BASE",
54MN,UNATNDD,HELIPORT,
91MN,UNATNDD,HELIPORT,
MN90,ALL/ALL/ALL,HELIPORT,
1MN9,ALL/ALL/ALL,HELIPORT,Y-L
0MN5,UNATNDD,HELIPORT,
4MN6,UNATNDD,HELIPORT,Y-L
D39,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
3MN9,UNATNDD,AIRPORT,
CDD,MAY-SEP/ALL/0700-1900,"SEAPLANE BASE",Y
3MN0,UNATNDD,"SEAPLANE BASE",
25MN,NOV-MAR/ALL/UNATNDD,"SEAPLANE BASE",
25MN,APR-OCT/ALL/SR-SS,"SEAPLANE BASE",
MY00,UNATNDD,AIRPORT,Y
BFW,UNATNDD,AIRPORT,Y-L
6MN0,IREG,AIRPORT,Y
9Y5,ALL/MON-FRI/0800-1900,"SEAPLANE BASE",Y
9Y5,ALL/SUN/0900-1700,"SEAPLANE BASE",Y
9Y5,ALL/SAT/0800-1800,"SEAPLANE BASE",Y
DYT,ALL/ALL/0800-1700,AIRPORT,Y-L
1MN8,UNATNDD,AIRPORT,Y
MN86,UNATNDD,AIRPORT,Y
MN58,IREG,AIRPORT,Y
MN67,UNATNDD,AIRPORT,Y
DVP,UNATNDD,AIRPORT,Y-L
Y58,UNATNDD,AIRPORT,Y-L
MN15,UNATTND,AIRPORT,
6MN7,UNATNDD,AIRPORT,Y
47MN,ALL/ALL/ALL,AIRPORT,Y
SGS,ALL/SUN/0830-1530,AIRPORT,Y-L
SGS,ALL/MON-SAT/0830-1700,AIRPORT,Y-L
MML,ALL/MON-THU/0800-1700,AIRPORT,Y-L
D42,UNATNDD,AIRPORT,Y-L
SYN,ALL/ALL/0800-SS,AIRPORT,Y
SAZ,UNATNDD,AIRPORT,Y-L
D32,UNATNDD,AIRPORT,Y-L
MY87,ALL/ALL/ALL,HELIPORT,Y-L
STC,ALL/ALL/0500-2330,AIRPORT,Y-L
M16,UNATNDD,"SEAPLANE BASE",N
8MN7,ALL/ALL/ALL,HELIPORT,Y-L
D41,ALL/MON-FRI/DALGT,AIRPORT,Y-L
41MN,UNATNDD,HELIPORT,Y-L
89MN,UNATNDD,HELIPORT,
9MN7,ALL/ALL/ALL,HELIPORT,Y-L
JYG,UNATNDD,AIRPORT,Y-L
MN48,ALL/ALL/ALL,HELIPORT,Y
MN33,ALL/ALL/ALL,HELIPORT,Y-L
MN63,UNATNDD,AIRPORT,Y
MN34,ALL/ALL/ALL,HELIPORT,Y
STP,ALL/ALL/ALL,AIRPORT,Y-L
3MN5,UNATNDD,"SEAPLANE BASE",
43MN,UNATNDD,AIRPORT,
MN24,ALL/ALL/DAWN-DUSK,AIRPORT,Y
8Y4,NOV-APR/UNATNDD/,"SEAPLANE BASE",Y
8Y4,MAY-OCT/ALL/DAWN-DUSK,"SEAPLANE BASE",Y
MY95,UNATNDD,AIRPORT,Y
62MN,UNATNDD,AIRPORT,Y
MN80,UNATNDD,"SEAPLANE BASE",Y
TVF,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
TVF,"ALL/SAT-SUN/ON CALL",AIRPORT,Y-L
MN41,UNATNDD,AIRPORT,Y
14Y,UNATNDD,AIRPORT,Y-L
12D,UNATNDD,AIRPORT,Y-L
TKC,UNATNDD,AIRPORT,Y-L
MN26,UNATNDD,HELIPORT,Y-L
0MN9,UNATNDD,HELIPORT,Y
9MN1,IREG,AIRPORT,Y
MN49,UNATNDD,AIRPORT,Y
MY52,UNATNDD,AIRPORT,
40MN,UNATNDD,AIRPORT,Y
15MN,UNATNDD,AIRPORT,Y
63Y,UNATNDD,AIRPORT,Y-L
MY62,ALL/ALL/0800-2000,ULTRALIGHT,Y
6MN8,IREG,AIRPORT,Y
MN14,UNATNDD,HELIPORT,Y-L
5MN3,ALL/ALL/ALL,HELIPORT,Y
MY65,ALL/ALL/ALL,HELIPORT,Y-L
98MN,UNATNDD,AIRPORT,Y
2MN6,UNATNDD,AIRPORT,Y
9MN2,UNATNDD,"SEAPLANE BASE",
ADC,UNATNDD,AIRPORT,Y-L
MY35,UNATNDD,AIRPORT,
Y49,UNATNDD,AIRPORT,Y-L
D37,MAY-OCT/SAT-SUN/0800-1700,AIRPORT,Y-L
RRT,ALL/MON-FRI/0700-1700,AIRPORT,Y-L
ACQ,ALL/MON-FRI/0800-1800,AIRPORT,Y-L
VWU,UNATNDD,AIRPORT,Y
MN00,ALL/ALL/ALL,AIRPORT,Y-L
63MN,ALL/ALL/ALL,AIRPORT,
MN43,ALL/ALL/ALL,HELIPORT,N
68Y,NOV-APR/MON-FRI/0800-1700,AIRPORT,Y-L
68Y,MAY-OCT/MON-FRI/0730-2000,AIRPORT,Y-L
29MN,UNATNDD,AIRPORT,Y
1MN0,UNATNDD,AIRPORT,Y
ETH,UNATNDD,AIRPORT,Y-L
MN35,MAY-OCT/ALL/0800-2000,"SEAPLANE BASE",N
7MN8,UNATNDD,AIRPORT,Y
BDH,ALL/ALL/0800-1700,AIRPORT,Y-L
49MN,UNATNDD,AIRPORT,Y
MWM,UNATNDD,AIRPORT,Y-L
MN39,ALL/ALL/ALL,HELIPORT,Y
ONA,ALL/MON-FRI/0700-1630,AIRPORT,Y-L
10D,UNATNDD,AIRPORT,Y-L
2MN1,UNATNDD,AIRPORT,Y
35MN,UNATNDD,AIRPORT,Y
09Y,ALL/ALL/ALL,"SEAPLANE BASE",Y
OTG,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
2MY2,UNATNDD,AIRPORT,
33MN,UNATNDD,AIRPORT,
MO07,IREG,AIRPORT,Y
MU77,UNATNDD,AIRPORT,Y
66MO,UNATNDD,AIRPORT,
MO47,UNATNDD,HELIPORT,Y
42MO,IREG,AIRPORT,Y
MO10,IRREG,HELIPORT,
MU83,UNATNDD,AIRPORT,
K19,UNATNDD,AIRPORT,Y-L
MO19,UNATNDD,HELIPORT,Y-L
MU07,UNATNDD,AIRPORT,Y
H88,ALL/MON-FRI/0730-1600,AIRPORT,Y-L
5MO,ALL/ALL/ALL,AIRPORT,Y
MU05,ALL/ALL/ALL,HELIPORT,Y
MO77,UNATNDD,AIRPORT,Y
AOV,UNATNDD,AIRPORT,Y-L
MO39,UNATNDD,AIRPORT,
MO13,UNATNDD,AIRPORT,Y-L
MO69,ALL/ALL/ALL,HELIPORT,Y-L
38MO,ALL/ALL/ALL,AIRPORT,Y
MO33,UNATNDD,AIRPORT,Y
MO91,ALL/ALL/ALL,HELIPORT,Y
8MO0,ALL/ALL/ALL,HELIPORT,Y
MO11,UNATNDD,AIRPORT,Y
81MO,ALL/ALL/ALL,HELIPORT,Y-L
MO16,UNATNDD,ULTRALIGHT,Y
17MU,UNATNDD,AIRPORT,
8MO7,UNATNDD,AIRPORT,N
MU61,UNATNDD,HELIPORT,Y
0MO4,ALL/ALL/ALL,HELIPORT,Y
75K,UNATNDD,AIRPORT,Y
2MO1,UNATNDD,AIRPORT,Y
89MO,ALL/ALL/DAWN-DUSK,AIRPORT,Y
H57,IREG,AIRPORT,Y
6MO0,UNATNDD,AIRPORT,
MO71,IREG,AIRPORT,
MO28,ALL/ALL/ALL,HELIPORT,Y
MU63,UNATNDD,AIRPORT,Y
MU38,UNATNDD,AIRPORT,Y
M17,ALL/MON-SAT/0800-1700,AIRPORT,Y-L
MO5,UNATNDD,AIRPORT,N
1BT,ALL/ALL/0900-1700,AIRPORT,Y-L
91MO,ALL/ALL/ALL,HELIPORT,Y-L
64MO,UNATNDD,AIRPORT,Y
86MO,ALL/ALL/ALL,HELIPORT,N
H19,ALL/ALL/ALL,AIRPORT,Y-L
0MU6,UNATNDD,HELIPORT,Y
BBG,ALL/ALL/ALL,AIRPORT,Y
MO38,MAR-DEC/ALL/0900-2100,HELIPORT,Y
FWB,ALL/ALL/0800-1700,AIRPORT,Y-L
MU24,ALL/SAT-SUN/1200-1600,AIRPORT,Y
2MO4,UNATNDD,AIRPORT,Y
MU04,UNATNDD,AIRPORT,N
MO75,ALL/MON-SAT/DUSK-DAWN,AIRPORT,Y
7MO3,UNATNDD,AIRPORT,Y
H17,UNATNDD,AIRPORT,Y-L
BUM,ALL/ALL/ALL,AIRPORT,Y-L
TVB,UNATNDD,AIRPORT,Y
OZS,OCT-MAR/ALL/0800-1700,AIRPORT,Y-L
OZS,APR-SEP/ALL/0800-1900,AIRPORT,Y-L
EZZ,ALL/SAT/IREG,AIRPORT,Y-L
EZZ,ALL/MON-FRI/0900-1700,AIRPORT,Y-L
82MO,"ON CALL",HELIPORT,Y
34M,ALL/ALL/0800-1700,AIRPORT,Y
35MO,UNATNDD,HELIPORT,Y
CGI,ALL/SAT-SUN/0600-1800,AIRPORT,Y-L
CGI,ALL/MON-FRI/0600-1900,AIRPORT,Y-L
MU64,UNATNDD,HELIPORT,Y
61MO,UNATNDD,AIRPORT,Y
93MO,UNATTND,AIRPORT,Y
K26,UNATNDD,AIRPORT,Y-L
M05,ALL/MON-FRI/0800-1630,AIRPORT,Y-L
94K,UNATNDD,AIRPORT,Y-L
MO27,UNATNDD,AIRPORT,
MO74,UNATNDD,AIRPORT,Y
MU02,ALL/ALL/0800-1700,AIRPORT,N
MKC,ALL/ALL/ALL,AIRPORT,Y-L
75MO,ALL/ALL/ALL,HELIPORT,Y
CHT,ALL/SAT/0800-1200,AIRPORT,Y
CHT,ALL/MON-FRI/0800-1700,AIRPORT,Y
0MU2,UNATNDD,HELIPORT,
1MU8,UNATNDD,AIRPORT,
GLY,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
COU,ALL/ALL/ALL,AIRPORT,Y-L
MO88,UNATDD,HELIPORT,Y-L
25MO,UNATNDD,AIRPORT,
00MO,UNATNDD,AIRPORT,Y
MO95,UNATNDD,AIRPORT,
EIW,APR-SEP/MON-FRI/0800-1730,AIRPORT,Y-L
EIW,OCT-MAR/MON-FRI/0800-1630,AIRPORT,Y-L
EIW,ALL/SAT-SUN/0900-1630,AIRPORT,Y-L
K52,ALL/SAT/0800-1200,AIRPORT,Y-L
K52,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
6MU9,UNATNDD,AIRPORT,
1H0,ALL/ALL/0800-DUSK,AIRPORT,Y-L
4MO7,ALL/ALL/ALL,AIRPORT,Y
UBX,ALL/MON-WED/0830-1630,AIRPORT,Y-L
UBX,ALL/SUN/1230-1630,AIRPORT,Y-L
UBX,ALL/FRI-SAT/0830-1630,AIRPORT,Y-L
MO01,UNATNDD,AIRPORT,
8MO3,ALL/ALL/DALGT,AIRPORT,Y
34MO,UNATNDD,HELIPORT,Y
DXE,ALL/IREG/IREG,AIRPORT,Y-L
MU01,UNATNDD,HELIPORT,
13MO,UNATNDD,AIRPORT,Y
X33,IREG,AIRPORT,Y
1MO6,UNATNDD,AIRPORT,Y
MO81,UNATNDD,AIRPORT,Y
3DW,ALL/MON-FRI/0730-1800,AIRPORT,Y-L
3DW,ALL/SAT/0900-1600,AIRPORT,Y-L
MU67,UNATNDD,HELIPORT,Y
MO54,UNATNDD,AIRPORT,Y
79MU,UNATNDD,AIRPORT,Y
MO68,UNATNDD,AIRPORT,Y
9MO9,UNATNDD,AIRPORT,Y
MU11,UNATNDD,AIRPORT,N
MU98,UNATNDD,AIRPORT,Y
MU36,UNATNDD,HELIPORT,Y
3GV,ALL/ALL/0800-DUSK,AIRPORT,Y-L
H79,UNATNDD,AIRPORT,Y-L
87K,ALL/ALL/ALL,AIRPORT,Y-L
FTT,UNATTENDED,AIRPORT,Y-L
0MO9,UNATNDD,HELIPORT,Y
MU68,UNATNDD,AIRPORT,Y
3EX,UNATNDD,AIRPORT,Y-L
72MU,UNATNDD,HELIPORT,
MU90,ALL/MON-FRI/0830-1700,HELIPORT,
71MO,UNATNDD,AIRPORT,Y
79MO,IREG,AIRPORT,Y
FAM,ALL/ALL/0730-1700,AIRPORT,Y-L
61MU,MAY-SEP/ALL/0800-DUSK,AIRPORT,Y
2MO7,UNATNDD,AIRPORT,
12MO,UNATNDD,AIRPORT,Y
0MO0,ALL/ALL/ALL,AIRPORT,Y
FES,ALL/ALL/0800-1600,AIRPORT,Y-L
16MO,UNATNDD,AIRPORT,Y-L
9MO2,ALL/ALL/ALL,HELIPORT,Y
MO49,UNATNDD,AIRPORT,
2MO0,UNATNDD,AIRPORT,Y
7MO4,ALL/ALL/ALL,AIRPORT,Y
LBO,ALL/ALL/0700-1800,AIRPORT,Y-L
MO2,UNATNDD,AIRPORT,Y
6MO3,UNATNDD,AIRPORT,Y
0MO1,UNATNDD,AIRPORT,N
MO72,ALL/ALL/ALL,AIRPORT,Y
6MU4,UNATNDD,AIRPORT,Y
10MO,UNATNDD,AIRPORT,
92MO,JUN-OCT/ALL/0600-0000,HELIPORT,
10MU,UNATNDD,HELIPORT,
4MO9,UNATNDD,AIRPORT,Y
MU94,ALL/ALL/ALL,HELIPORT,Y-L
39MO,UNATNDD,AIRPORT,Y
MO17,UNATNDD,AIRPORT,Y
MU54,ALL/ALL/ALL,HELIPORT,Y
M85,IREG,AIRPORT,Y
18MO,UNATNDD,AIRPORT,Y
90MO,UNATNDD,HELIPORT,Y-L
K57,NOV-MAR/IREG/IREG,AIRPORT,Y-L
K57,APR-OCT/MON-FRI/0800-1700,AIRPORT,Y-L
K57,APR-OCT/SAT/0800-1200,AIRPORT,Y-L
K15,OCT-MAR/ALL/0800-1800,AIRPORT,Y-L
K15,APR-SEP/FRI/0800-2000,AIRPORT,Y-L
K15,APR-SEP/SAT-THU/0800-1800,AIRPORT,Y-L
96MU,UNATNDD,AIRPORT,
M71,UNATNDD,AIRPORT,Y
31MO,UNATNDD,AIRPORT,Y
HAE,ALL/ALL/0800-DUSK,AIRPORT,Y-L
0MU3,UNATNDD,HELIPORT,Y-L
MO30,UNATNDD,AIRPORT,N
36MO,UNATNDD,AIRPORT,
75U,UNATNDD,"SEAPLANE BASE",
2M1,ALL/MON-FRI/0800-1700,AIRPORT,Y
MO67,ALL/ALL/DALGT,AIRPORT,Y
53MO,UNATNDD,HELIPORT,
MO57,UNATNDD,AIRPORT,Y
59MO,ALL/ALL/ALL,HELIPORT,Y
49MO,UNATNDD,HELIPORT,N
63M,UNATNDD,AIRPORT,Y-L
54MO,UNATNDD,AIRPORT,
69MO,UNATNDD,AIRPORT,Y
MU09,UNATNDD,AIRPORT,Y
HIG,MAY-AUG/ALL/0700-1900,AIRPORT,Y-L
HIG,SEP-APR/ALL/0800-1700,AIRPORT,Y-L
01MO,ALL/ALL/ALL,HELIPORT,Y
MU62,UNATNDD,AIRPORT,N
09MO,UNATNDD,AIRPORT,Y
0MU5,UNATNDD,HELIPORT,
84MO,ALL/ALL/DAWN-2300,HELIPORT,N
MO08,UNATNDD,AIRPORT,
37M,UNATNDD,AIRPORT,Y
M48,IREG,AIRPORT,Y-L
MO82,UNATNDD,AIRPORT,
88MO,UNATNDD,AIRPORT,
2MO3,ALL/ALL/ALL,HELIPORT,Y
MU41,ALL/TUE-SUN/0700-1900,AIRPORT,Y
MO29,ALL/ALL/ALL,AIRPORT,Y
5MO1,UNATNDD,AIRPORT,Y
9MO6,UNATNDD,AIRPORT,Y
JEF,ALL/ALL/0630-2030,AIRPORT,Y-L
2H2,ALL/MON-SAT/0800-DUSK,AIRPORT,Y-L
VER,ALL/ALL/0800-2000,AIRPORT,Y-L
0MO5,UNATNDD,AIRPORT,
JLN,ALL/ALL/0500-0000,AIRPORT,Y-L
MU22,UNATNDD,AIRPORT,
MO22,UNATNDD,AIRPORT,Y
0H7,UNATNDD,AIRPORT,Y
MCI,ALL/ALL/ALL,AIRPORT,Y-L
MO93,UNATNDD,AIRPORT,
TKX,ALL/MON-SAT/0800-1700,AIRPORT,Y-L
TKX,ALL/SUN/1300-1700,AIRPORT,Y-L
MO64,UNATNDD,AIRPORT,Y
MO9,ALL/ALL/DAWN-DUSK,AIRPORT,Y
IRK,ALL/ALL/0530-2000,AIRPORT,Y-L
3MO6,UNATNDD,AIRPORT,Y
74MU,UNATNDD,AIRPORT,
OMU9,UNATNDD,AIRPORT,Y
MO02,IREG,HELIPORT,Y
MU91,ALL/ALL/ALL,HELIPORT,Y-L
07MO,UNATNDD,AIRPORT,Y
MU65,UNATNDD,AIRPORT,
1MO3,UNATNDD,AIRPORT,Y
LLU,UNATNDD,AIRPORT,Y-L
0MU7,UNATNDD,AIRPORT,Y
